did,text,target,title,date
1216,"I have a small Windows program which I can not get to work; 
The program looks vaguely like this:

=============================================
char f1[80];

int WinMain(...
{
  lstrcpy ((LPSTR)f1, ""Hello"");
  ...
}

long far pascal WndProc(...
{
  lstrcpy ((LPSTR)f1, ""Hello"");
  ...
}

============================================= 
I am using large model under Windows 3.1; after linking without
errors, the RC program said

Sorting preload segments and resources into fast-load section
Copying segment 1 (53679 bytes)
RC : fatal error RW1031: Segment 1 and its
     relocation information is too large for load
     optimization. Make the segment LOADONCALL or
     rerun RC using the -K switch if the segment must
     be preloaded.

Using the -K switch seems to interfere with the proper function of
the second lstrcpy call... can anybody explain what is going on and/or
how to fix it?
",2,comp.os.ms-windows.misc,32:20.2
1218,"1. Fire up Microsoft Word for Windows (version 2.0c)

2. Type the following paragraph:

   If you want to rite really very dead good, you just cant live.
   Without one of the wonderfully write aids, what you're can get
   what helps me impress me boss.

3. Under Tools|Options|Grammar select ""Use grammar and style rules
   strictly (all rules) and click OK.

4. Run the grammar checker (this also does a spelling check).

No complaints.

Readability:
    Passive Sentences:    0%
    Flesch Reading Ease: 84.5
    Flesch Grade Level:   6.6
    Flesch-Kincaid:       5.2
    Gunning Fog Index:    8.7
",2,comp.os.ms-windows.misc,32:20.2
1242,"
	Hmmm, let's see: I could upload some .BMP files (I have around 15
b/w and color ones), but I'd rather give you the fishing pole instead of the
fish:Here it goes:  
      Begginers guide to the coolest Windows backgrounds:
Step 1: ftp to cica (ftp.cica.indiana.edu user:anonymous passwd: guest)
cd to pub/pc/win3/(util?desktop?) and get one of these : wingif14.zip,
pspro??.zip gws?????.zip . They will scale, dither and convert GIFs to BMPs.
get the index file from the win3 subdir too for future reference...
Step 2: ftp to wuarchive.wustl.edu or plaza.aarnet.edu.au or archive.orst.edu
and cd to graphics/gif GET THE INDEX FILE... Now GigaBytes of pictures
are waiting to become your desktop... 
Advice: If you have a slow computer (<486DX w/4MB RAM), make your bg b/w
by selecting b/w dither in any of the abovementioned apps..
Hope it helps...

",2,comp.os.ms-windows.misc,32:20.2
1244,"






",2,comp.os.ms-windows.misc,32:20.2
1269,"


I have the same card, TVGA-8900c. When I checked, the latest driver for
windows 3.1 is dated Aug. 92 in garbo.uwasa.fi in /win31/drivers/video.
If you find a better version (updated) please let me know, Thanks.
",2,comp.os.ms-windows.misc,32:20.2
1272,"Hello,

I am looking for a Xterm emulator which runs under windows 3.1.

Please reply via E-mail.

Thanks.

Chera Bekker",2,comp.os.ms-windows.misc,32:20.2
1280,"

AT the MICRO$OFT display at FOSE, there were a few computers running
windows, and win. apps for the  blind, I think.  Didn't pay much
attention to it, but it was there.

Mickey",2,comp.os.ms-windows.misc,32:20.2
1296,"
ATM will do nothing for your TrueType fonts.  If your TrueType fonts are
sufficient for your needs, don't run ATM.  I have a lot of fonts that I can
install either as Type-1 PostScript (under ATM) or as TrueType.  I have
noticed that:

    1.	TrueType font files are at least 1/3 larger than their Type-1
	equivalents.  If you are using a disk compressor, though, be aware
	that TrueType fonts will compress, whereas Type-1 fonts will not
	(they are encrypted).

    2.	With a 300 dpi laser printer, the ""artificial bold"" version of a
	TrueType font is indistingishable from the original, forcing me to
	install the actual bold (and bold-italic, etc.) variants if I want
	to use them.  Type-1 PostScript fonts under ATM generate a visually
	distinct bold variant from the base font.  I realize that the
	artificial bold font that ATM generates is aesthetically inferior
	to the hand-generated bold TrueType variant, but it is sufficient
	for my needs, and not having to install bold variants saves me 50%
	on disk space (uncompressed).
",2,comp.os.ms-windows.misc,32:20.2
1308,"
Do you mean the icons _of_ the program groups, or the icons of the
individual programs _in_ the program groups?  I assume you mean the
latter, and the answer is: sure you can.  Just click once (not double)
on the application icon, then Alt-F P (File | Properties).  Click on the
Change Icon box and tell it the icon filename.  Or use the Browse
sub-selection.


I use Alt-Tab.  Hold the Alt key and repeatedly press Tab until you see
Program Mangler up.  Then release the Alt key.

",2,comp.os.ms-windows.misc,32:20.2
1315,": 
: 	I have an 8514/A card, and I am using windows in 1024x768 mode 
: 	(normal 8514/A font, not small).  In the 386 enhanced mode
: 	the DOS window font is too small for my 14"" monitor. Is there a 
: 	way to spacify the font size for the DOS window? You'll have to 
: 	excuse me if there is a trivial answer, since I am fairly new to
: 	MS Windows world.
: 
: 	Thanks.
: 
: 	(Please include this message for reference)
: 	======  S. Alavi    [ssa@unity.ncsu.edu]  (919)467-7909 (H)  ========
: 						  (919)515-8063 (W)",2,comp.os.ms-windows.misc,32:20.2
1335,"

BBS number
510-226-2365",2,comp.os.ms-windows.misc,32:20.2
1403,"HI there!  I have a few games that I'd like to run under Windows 3.1 and can't
get the PIFS adjusted right.   For example Wing Commander.  In my DOS Prompt, I
have more than 620K available for programs.  This is enough to run WC.
So I build a PIF giving WC a couple of megs of extended memory etc.. and run 
it.  WC prompts: ""Loading Wing Commander..."" and then a message about 
""Using extended memory..."" etc... and then my screen goes black (just before
the opening scene-the orchestra-would have appeared.)

I also have a pool game that does almost the same thing.  It opens up and
prompts me for what kind of video driver I have.  (CGA, EGA, etc...)  I
respond EGA and the screen goes black.   

On both of these a ctrl-alt-del getss me back to Windows.  

Has ANYONE run Wing Commander under Windows?  Or has had the problems I
describe and fixed them?   HEre's the rest of my setup:

	400MB Disk Free
          8MB memory   ~5 free during WIN session
        386DX-25
       
Respond here or on E-Mail.   If anyone else needs this info, send me mail in
a couple of days, and I'll forward the replies to you.

-- 
-----------------------------------------------------------------------------
 Clinton A. Pierce   | Cartesian Bear = Polar Bear after coordinate transform
clintp@world.std.com |",2,comp.os.ms-windows.misc,32:20.2
1414,"

And/or taking the rubber ball out of the mouse (should be directions
in the manual or on the bottom of the mouse) and cleaning it with
alcohol (isopropyl, I believe - the same alcohol as used for cleaning
your cassette deck).  This is good to do every so often, even if you
have a mouse pad.  Dust still gets caught in the mouse and on the
rubber ball.  As well, lint and other garbage may find it's way onto
the rubber ball and get into the mouse damaging the horizontal and
vertical sensors.

Hope this helps.  Good luck.

--
Sincerely,

Robert Kayman	----	kayman@cs.stanford.edu  -or-  cpa@cs.stanford.edu",2,comp.os.ms-windows.misc,32:20.2
1416,"This is an official RFD for the creation of a new newsgroup for the
general discussion of the Microsoft Access RDMS.

NAME: COMP.DATABASES.ACCESS

MODERATION: UNMODERATED. At this time, no need for a moderator has been
assertained. Future evaluation will determine if one is needed.

PURPOSE: 
Access is a new RDBMS for the Windows Operating System. It includes WYSIWYG
design tools for easy creation of tables, reports, forms and queries and a
database programming language called Access Basic.
THe purpose of the group will be to provide help to people who use Access's 
WYSIWYG design tools to create simple databases as well as to people who use 
Access Basic to create complex databases.

RATIONALE:
Eventhough Access is a new RDBMS, it is very popular because of its Graphical
Development enviroment and its initial low price.
Been a version 1.0 product means that all Access users are Novices.
For that reason a newsgroup is needed where Access users can discuss 
their experiences with the product and answer each other's questions.",2,comp.os.ms-windows.misc,32:20.2
1490,"I just moved from Borland C++ 3.0 to Visual C++ today. When I tried
to compile my C++ program, it complained a function prototype problem.
It turned out that the typedef WORD in MS C++ is a BYTE, not unsigned int.

    Could anyone shine some light on this subject ? Why a WORD is a BYTE ?


-Ming T. Lin

",2,comp.os.ms-windows.misc,32:20.2
1722,"                                                     ^^^^^
        My understanding was that Chicago **was** DOS 7.",2,comp.os.ms-windows.misc,32:20.2
1727,"Has anybody gotten this BMP to work?  I try to uudecode it, but
I get ""input file error"" and no picture.  Anybody?",2,comp.os.ms-windows.misc,32:20.2
1733,"
	These drivers (updated) are available directly from Diamond.
	they will even ship them to you at no charge.(at least they 
	did for me.)


",2,comp.os.ms-windows.misc,32:20.2
1782,"
I could never find the Microsoft mouse driver on my Windows 3.1 installation
disks, but DOS 6.0 also has version 8.20 of MOUSE.COM.


---",2,comp.os.ms-windows.misc,32:20.2
1811,"
John White from STAC Electronics can be reached at compuserv as 72370,1005.
For me 72370.1005@compuserve.com would as email address work from Internet.

------------------------------------------------------------------------------
internet: ffritze@hpwbe007.wad.hp.com
phone:    Germany 7243 602296
address:  Fromut FRITZE, Waldbronn Analytic Division R&D,
	  Hewlett Packard Str, D 7517 Waldbronn 2, Germany",2,comp.os.ms-windows.misc,32:20.2
1821,"

For Logitech rodents use  the lmouse driver that comes with windows....
also you need to be using a video driver that supports use of the mouse,
both the VGA and SUPERVGA that come with Windows 3.1 will support it. 
both of these are 16 color drivers, if you're lucky the manufacturer of
your video card might have a driver that is compatable and will support a
mouse.  

Steve
",2,comp.os.ms-windows.misc,32:20.2
1850,"
[lines deleted]


This list appears to imply, that MS-windows that has a cost listed
above at $70, comes with a C compiler, C++ and Fortran. It does not, of
course. These are expensive add-ons that drive the price WAY beyond $70.
( I don't know if the same applies to OS/2 )

As far as unix is concerned;
There is a free unix, linux, that has cc, ~c++, fortran ( f2c ),
Xwindows and many other features besides, with a large number of utilities
that can be optionally added. And there is also a free 386BSD I believe.
Both these unix's are quite robust. You can check out comp.os.linux

If you don't want to ""throw our many down the tubes"", you've got to break
that list down a little more.
",2,comp.os.ms-windows.misc,32:20.2
1863,"
[...]

   ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

[...]

My Problem: I wasn't aware of the fact that I would need an *SCSI*-CD-ROM for
Windows NT when ordering the Beta-SDK-Package. So my question: Is there any driver
available that will allow me to use my Mitsumi (Non-SCSI) CD-ROM for installation ?
If there is one, from which place (ftp-site) can I get it ?

Many thanks in advance

	Stefan Kuehnel
---

----------------------------------------------------------------------
   /\  Stefan K""uhnel
  |   
  |/   kuehnel@rvs.uni-hannover.de   
  |\   kuehnel@swl.uni-hannover.de (neu ab. 17.04.1993)
  |  
\/     Die oben wiedergegebene Meinung ist meine private und nicht die         
       des RRZN, des LG RVS der UH oder einer anderen Institution.             ",2,comp.os.ms-windows.misc,32:20.2
1926,"Does anybody know the FTP site with the latest Windows drivers for the ATI
GUP?
Thanks

",2,comp.os.ms-windows.misc,32:20.2
1949,"What exactly does the windows bitmap format look like? I mean, how is
the data stored: width, height, no. of colours, bitmap data? I couldn't
find anything in ths user manual, is there any other reference material
which would give me this information?",2,comp.os.ms-windows.misc,32:20.2
2005,"
I tried to install a foreign language Windows application
that required a file named WINNLS.DLL.  I checked all of my
WIndows 3.1 installation disks for this file, but could not
find it.  Does anybody have any idea what this file is for and
where one could get it from?

",2,comp.os.ms-windows.misc,32:20.2
2038,"Hello,
  
  I'm investigating the purchase of an Object Oriented Application Framework.  I have
come across a few that look good:

  Zapp 1.1 from Inmark
  Zinc 3.5 from Zinc software
  C++/Views from Liant
  Win++ from Blaise

Some considerations I'm using:

  Being new to Windows programming (I'm from the UNIX/X world), the quality and
intuitivness of the abstraction that these class libraries provide is very 
important.  However, since I'm not adverse to learning the internals of Windows
programming, the new programming methodology should be closely aligned with
the native one.  I don't believe arbitrary levels of abstraction, just for the
sake of changing the API, are valuable.

  Since we will be developing for the 32bit Windows NT system the
memory management issues and issues particular to the Windows 3.1 API are less
important. 

  We will probably buy another C++ class library (something like Tools.h++ or Booch
components from Rational) to handle data structures and other miscellaneous stuff
 (allocators etc...).  So those features are not that important for this toolkit to have.

The two that I have narrowed it down to are ZApp and Zinc, they seem to be the two
toolkits that have received the most attention from the media.  I was wondering if
anyone had any first-hand experience with any of these toolkits (especially ZApp and Zinc).

A couple of observations about these toolkits that seem particularly noteworthy are:

ZApp
----
  Seems to have the most extensive coverage of Windows functionality and
    also includes some other miscellaneous useful classes.
  Has new fancy 3D-style controls available, and support for custom controls.
  Has a Windows NT version (Essential)
  Redirectable graphics display/output architecture (useful for printing)
  Sizer class for automatically managing control layout after resize.
  Seems to be the newcomer, this could be an advantage in designing a better system.
 
Zinc
----
  Has a platform independent resource strategy.  (Not too important for me right now)
  Comes with a interface builder tool
  Has a Windows NT version (Essential)
  Seems to have been around longer (more mature), but grew up out of a DOS version.  
  Had a better demo :-)

Both have source code availability options
Both are lacking OLE support
Neither seem to have any particular support for multimedia type stuff


Any thoughts anyone has on this would be much appreciated,

Thanks,
  Brett Harper
",2,comp.os.ms-windows.misc,32:20.2
2072,"






Again, I do not speak for Peter Tattam, but it is my understanding that it 
will shareware status as Trumpet 1.05 for DOS is, and I imagine that the 
registration fees will be similar.  I also believe that a new version of 
Trumpet for DOS will be released sometime in the near future.

Ashok
",2,comp.os.ms-windows.misc,32:20.2
2081,"I have several people sharing my machine and would like to set up separate
environments under Windows for each of them.  Is there some way of setting
things up separate desktops/directories for each of them?  Ideally,
I'd like totally separate virtual machines.  I'd be willing to settle for
less, and may end up having batch files that copy .ini files around
depending on who wants to use the machine.",2,comp.os.ms-windows.misc,32:20.2
2082,"Request for Information

I have been reading about an organisation called ""WinWord Developer's Relations
Group"".  I believe they have produced publications called WinWord Software
Development Kit (or WordBasic SDK) and 'The Proceedings of the Windows
Developers' Tools Conference, WordBasic' sessions assembled by Steve Wexler.

Would you be able to help me with a contact name and address for this
organisation or these publications.

Thank you

",2,comp.os.ms-windows.misc,32:20.2
2089,"
Have you tried setting FILES in your config.sys file to a fairly high
number? (I've got mine set to 100; I've seen numbers from 40 to 100 
recommended). Also check your STACKS statement, STACKS=9,256 is a good
starting point. Try increasing it if it's already set there (such as
to STACKS=12,256, etc.). Both STACKS and FILES have been identified as
_one_ cause of frequent Win3.1 crashes.",2,comp.os.ms-windows.misc,32:20.2
2096,"

Since running any GUI over a network is going to slow it down by a
fair amount, I expect Windows NT will be multiuser only in the sense
of sharing filesystems. Someone will likely write a telnetd for it so
one could run character-based apps, but graphics-based apps will have
to be shared by running the executables on the local CPU. This is how
things are shaping up everywhere: client-server architectures are
taking over from the old cpu-terminal setups. 

Note that the NeXT does this: you can always telnet into a NeXT and
run character-based apps but you can't run the GUI. (Yeah, I know
about X-Windows, just haven't been too impressed by it...)..






-- ",2,comp.os.ms-windows.misc,32:20.2
2114,"
I just got Mathcad 4.0, and the manual is not clear on the matter.  On page 8:

	:
	:

* At least 4 megabytes of memory.  All memory about 640K should be configured
  as XMS.

	:
	:
* At least 8 megabytes of virtual memory....

Common sense suggests that you should be able to run it (4+8=12 < 16) but the
new Mathcad is kinda kooky, and thus is not subject to the laws of common
sense...

Dan
",2,comp.os.ms-windows.misc,32:20.2
2130,"

Yep, it's called OS2!
",2,comp.os.ms-windows.misc,32:20.2
2140,"In comp.os.ms-windows.misc you write:


you might want to look in windows FAQ for this one, but here is my best
explanation.  But I can't guarantee that I'm not way off base...

The permenant swap file is read/written to by windows by talking
directly to the hard disk controller card.  The controller card must
use the protocal set up by western digital (or something like that).
Windows creates a file called spart.par in your windows directory that
points to that file.  It then uses the physical information about your
disk to index to information in that file.

compressed disks are actually ""logical"" disks.  These disks have different
characteristics than the actual physical disk.  Furthermore, the information
on the compressed disks must be uncompressed before it is used.  (i.e it must
go through the decompression program that traps disk reads at the operating
system level or the BIOS level).  Because of this ""inbetween"" program, windows
cannot use direct methods to read from the ""logical"" disk.

a permenant swap file is only there to ""reserve"" an area of the disk that
windows can use and to block that space from DOS.  Windows would theoretically
not even have to access the file from DOS to use that disk space. (I don't
know if it does or doesn't...but it checks for it somewhere everytime you
boot windows.)

a temporary swap file is just a normal DOS file that is accessed by windows
via DOS and the BIOS.  If a disk compression program or other TSR is loaded
the file access must go through DOS...TSR'S (disk compression)...and BIOS in
order to be access. (i.e. NEVER USE A TEMPORARY SWAP FILE...NEVER)

more on permenent swap files...

i'm sure everyone who has an uncompressed part of their compressed hard disk
has seen the message ""you have selected a swap file greater than the suggested
size...windows will only use the size suggested...do you wan't to create this
swap file anyway"" or something like that.

well, a friend of mine (ROBERT) called microsoft and asked them what and why.
what they said is that windows checks the amount of free disk space and
divides that number by 2.  Then it checks for the largest contiguous block
of free disk space.  Windows then suggests the smaller of the two numbers.

They also said that under absolutely no circumstances...NONE!...will windows
uses a swap file larger than the suggested size.  Well...that's what he 
said!

I call bull@#$#.  If this is true why does windows report the memory is
available to me if it's not going to use it?

any takers?

James",2,comp.os.ms-windows.misc,32:20.2
2143,"Is there a update or something that will allow a person when
using novell 3.11 and windows 3.1 file manager to view the files with
the name of the person who created it or changed it like the novell
command ndir ?

tim osburn
osburn@halcyon.com

",2,comp.os.ms-windows.misc,32:20.2
2159,"Hi there,

We are running a 120 node Token ring with Windows 3.1 and Novell 3.11.

Every once in a while, we run into ""The Black Screen of Death"", a phrase
coined by Robert X. Cringely in a recent InfoWorld column.  

Basically, sometimes when you quit Windows, the screen goes black and
you get a nice little flashing cursor in the top left corner of your
screen.  Also, sometimes when you exit to DOS, the same effect occurs.
Cringely hints that Microsoft and/or Novell has a patch for Windows'
virtual interrupt controller that  may solve this.  Neither company
seems to know what I am talking about when I call them.

Has anyone else noticed this phenomenon?  

Is there a fix for it?

Any response is welcome.",2,comp.os.ms-windows.misc,32:20.2
2170,"Hi Everybody,

      I am interested in the following topics.

1)BIOS programming on 286 and 386.
2)Memory management in 286 and 386.
3)Developing Visual Basic Custom Controls.

     I would like to have your valuable opinion on the books
that are best in the above topics.  Please send a mail to
rmehta@paul.rutgers.edu . I will post a summary of the 
suggestions.

  2**32-1  thanks in advance.",2,comp.os.ms-windows.misc,32:20.2
2220,"
@===@                                                                     @===@
 ###  Mark Juric                               A.I. Programs               ###
 ###  mjuric@ai.uga.edu                    University of Georgia           ###
 ###                                       Athens, Georgia 30602           ###
@===@                                                                     @===@


",2,comp.os.ms-windows.misc,32:20.2
2238,"I am looking for a WIN31 driver (or set) for my Diamond 
Speedstar 1MB video card. Does anybody know of an archive
site that has these? I looked at CICA and it had drivers for
the Stealth card and for Generic ET4000 cards but not one 
specifically for the Speedstar. Is there one? Or has Diamond
dropped the Speedstar out of the driver development loop.

Thanks for any info,

Rob
-- ",2,comp.os.ms-windows.misc,32:20.2
2243,"I am starting to work on a project using DDE to transfer data.  The 
application came with an Excel macro which can transfer the data.
I need to 'port' it to 1-2-3W.  1-2-3W uses a very different setup
for DDE macros.

Does anyone have any suggestions as to good references?  I have 
downloaded ""WW01117:  Windows Dynamic Exchange (DDE)"" [the MS
Application Note].  Any books worth getting?

The specifics are:

Server application:  Dionex AI-450 Chromatography Data System
Client application:  1-2-3 for Windows V1.1

Except for the macro, Dionex did not provide any documentation
for DDE.  Also, I am having problems because I am trying to develop
the application on my PC, but to actually get data, you need to be
connect to the instrument.  Any help here would be appreciated, too.

Thanks,
-- ",2,comp.os.ms-windows.misc,32:20.2
2266,"Well, I'm amazed at how successful this exercise was. I received 20
responses and 4 requests for summary. Thanks to everyone who made it
possible.

On my own I was able to find out about Codebase, Accsys, and Q+E. Codebase
and Accsys are C libraries without SQL. Q+E is a Windows application
that can be communicated through Windows DDE calls, where you send a SQL
string and receive the results.

Most people wrote to tell me about the Paradox Engine from Borland. Other 
products mentioned were: Microsoft's ODBC, Accsys, Quadbase, Codebase,
RBASE, and Q+E. Only ODBC, Quadbase, RBASE, and Q+E have SQL.

For myself, I decided on Codebase, mostly because it has an ANSI C
portability version that runs under DOS, UNIX, etc, and includes the
source code, and portability is important in my application. It works
with DBASE, FoxPro, or Clipper files.

However, I feel that Microsoft's ODBC looks very promising.
It's mostly a formalisation of building and submitting SQL queries, and
formatting query results. As the responses say, it's available via ftp,
except it's effectively unusuable without two manuals:
the ""ODBC Programmer's Reference"" and the ""ODBC SDK Guide"". Moreover,
ODBC doesn't actually interpret SQL and liase with databases, that's 
up to drivers that should be provided by database manufacturers. Also,
it's Windows only (it's actually an extension to the Windows SDK). 
Nevertheless, it's a start at a SQL interface standard, and should
make life interesting in the future.

Here's my original post, followed by the responses, separated by 
a line of asterisks (*).


****************************************************************************

Borland has a product called Paradox Engine that does just what you want. 
The current version is 3.0, which is fully compatible with (ack) Paradox
4.0.  (Why the versions are different, I don't know. PD Engine 2.0 was
compatible with Pdox 3.0 and 3.5...).  It consists of a rather broad
library of functions for accesing database files from both Pascal (I think
turbo Pascal 5.5 and up) and C (I think either Microsoft or Borland).

Now.. reading the box... it's ""Borland Paradox Engine & Database
Frameworks"".  Works with any Borland C/C++, Mocrosoft C 6.01 or later,
Turbo C++ for Windows, Turbo Pascal 6.0 or later, TP for Windows 1.0 or
later.  For Framework applications, BC++ 3.0 or later or MS C/C++ 7.0. It
does have support for object useage...

I haven't had a real chance to really use it myself... but it looks fairly
complete... I'm planning to use it this summer.
-Rick
-- 
+--------------------------------------------------------------------------+
+--------------------------------------------------------------------------+

****************************************************************************

Borland has a product which is called Paradox Engine. 
I do not know about MS.

The paradox engine I know very well, and it definitiely
not a replacement for SQL, but it will enable you to
save and restore records, has locking, et al. Supposedly
the Paradox for Windows was impemented on top of it.


---------------------------------------------------------

Charles Parker			  Phone.(800) 669 9165
Technical Support			(617) 498 3321
CenterLine Software, Inc.	    Fax.(617) 868 6655

cparker@centerline.com
                                       cyberspace
momma, don't let yer children grow up to be ^ cowboys ...
---------------------------------------------------------


****************************************************************************

I know Borland has a library of routines for accessing PARADOX from within
a C program. They recently came out with version 3.0. This works with both
Borland and Microsoft's C compiler.

				shailesh bhobe
				(708) 979-7101
				att!psp!smb2


****************************************************************************

  MS has put their ODBC SDK into the public domain; it's
 _big_ (I believe 1.8 MB), but worth downloading over a
 fast link. Look at ftp.uu.net in vendor/microsoft/odbc-sdk.

 Also some companies are starting to provide SQL engines; I
 just got one for RBASE, not exactly cheap at $450, but it
 allows programs in C or VBASIC (under DOS or Windows) to talk
 to data bases using SQL functions in your code.

 hth

 Walter Knopf
 Fermilab

 knopf@fnal.fnal.gov


****************************************************************************

   Check out the ODBC toolikt from Microsoft.  It is available on
ftp.uu.net:vendor/microsoft/odbc-sdk.  This is the way that we've
chosen to access databases from all of our apps.
mj
-- 
+----------------------------------------------------------------------------+
+----------------------------------------------------------------------------+


****************************************************************************

Borland sells the ""Paradox Engine"" which is a C language interface to
Paradox, dBase, Btrieve, ans ASCI files.  They also sell ""Database Frameworks""
which includes the engine plus a collection (with source) of C++ classes
for using the engine.

-- 
Earl Roethke
eroethke@ems.cdc.com


****************************************************************************

I actualy have Paradox Engine.  It is a library of functions (large model)
for accessing the Paradox's databases.  It seems to be working fine,
but I never did try it thouroughly.  It costs ~200$.

Hope it will help you...


From: David Lefebvre <david@hp817.speedware.com>

****************************************************************************

Borland provides a database lib called Paradox Engine which can access
and use the database files aswell as many other things.

Gary.

-- 
``````````` bell@nellads.cc.monash.edu.au `````````````````````````````````````

****************************************************************************

Paradox Engine is the library  for Paradox .


Artur Babecki
artur@ii.uj.edu.pl

****************************************************************************

Borland sells the Paradox Engine -- which has all the Paradox calls in it.
Its hardly SQL though.  You can do searches on key fields and on 
indivual fields, but no comparison operators like <, >=....

so its pretty painful (in my opinion) do do anything besides simple
retrieval and inserts/updates.

I'm currently using it (I have an eval copy..) and I've linked it in to
some entry screens I've written.

The Engine library adds about 100K to the size of the program, but you can
load it as an overlay using Borland's VROOM manager.

Now Borland claims that later versions of the engine will have SQL support
but they don't really expect it till late in the year... or even next year
They are trying to get thrid parties to help out..

If you have any other questions -- let me know...

Mike Kamlet
mike@vpnet.chi.il.us


****************************************************************************

Yes, borland sells their Paradox Engine separately.  It has C, C++, and
Pascal interfaces, although the underlying interface is in 'C'. Well at
least for version 2.0 of the Engine which I have (costed $99 at Egghead).
They now have version 3.0 of the engine, and a separate C++ class package
for it.


-- 
Michael D. Kersenbrock
ADC Kentrox - Portland, Oregon
michaelk@kentrox.com
uunet!kentrox!michaelk


****************************************************************************

I've used AccSys for Paradox (new version is almost ready for Paradox
4.0) to access Paradox files from C.  Its pretty good.  Not SQL
though.  Have heard of Borland Paradox Engine or some such which is
supposed to do likewise, but not sure of what it is exactly.

Hope this helps, good luck!
chris

From: fernand@slinky.cs.nyu.edu (Christopher Fernandes)

****************************************************************************

Borland sells their ""Paradox Engine (3.0)"".  It's a library of functions
for accessing paradox DB files.  It comes with libraries for:
MS C 7.0
BCC 3.1
Turbo Pascal (v??)
and I believe it comes with Turbo Pascal/Win libraries as well.
The C libraries come in both DOS and Windows flavors (the win stuff 
being dll's).  

When I got it, it also came with Crystal Reports which
is a graphical report generator.  It allows you to create a generic
form and use it within a compiled program using Pdox Engine.  I don't
know if they still offer it or what the current price is, I paid 
something like $50-$60 for an upgrade from the earlier version though...

Hope this helps...

-David Taylor
---


****************************************************************************


If you want to do SQL from within your programs, check out QuadBase. I don't
have their address oops -- yes I do!    :
QuadBase Systems, Inc.
790 Lucerne Dr #51
Sunnyvale, CA 94086 (USA)

phone: 408-738-6989 (voice)  408-738-6980 (fax)

Ask for the SQL/Win demo disk.

It looked good to me (I have a background in embedded SQL in Ingres -- this
looked real similar). It's a little expensive, but if you order the demo
and then just wait they will probably send you a special offer that'll
probably run about $500 US. Good luck!

Best,
                             Tom DeLosh

From: delosh@emunix.emich.edu (Tom Delosh)


****************************************************************************

Borland has the Paradox Engine library.  It has libraries for
both C and Pascal to access Paradox files under DOS/Windows.  
But for Paradox, I believe you'd have buy have the SQL Link 
since Pdox itself isn't SQL compliant.  I've used the engine 
for over a year now and have been pretty satisfied with it.  
Under DOS, it's a real pig.  It tacks on about 120K to the size of 
your programs.

tim ma
associate programmer
university of utah
email:  tim@src.cppa.utah.edu

****************************************************************************

I don't know about Microsoft, but Borland sells the Paradox Engine for C/C++ &
Pascal (in one package).  And if you want dBase compatible files there is a 
library called CodeBase from Sequiter software that works with C/C++.

From: davidr@rincon.ema.rockwell.com (David J. Ray)


****************************************************************************


We're using Q+E database libraries to do what you describe.
It's a set of DLL's accessed through a common API to talk to most of the
major database formats. We're using it to build an application that
queries several databases using SQL queries. _All_ access using Q+E is
done using SQL. The package is available through Microway in Melbourne. I
believe it is produced by Pioneer Systems in the US. We have no
association with Microway or Pioneer Systems other than being satisfied
customers.  Feel free to mail me for further information.

Chris 
(Programming for NSW National Parks and Wildlife Service)
-- 
-------------------------------------------------------------------------------
Chris Hutchinson                       Box U302
Research Programmer                    University of New England
chris@sulaw.law.su.OZ.AU               Armidale NSW 2351
(067) 727 014


****************************************************************************

Paradox Engine 3.0 provides a complete set of C libraries for 
accessing Paradox tables. However, it seems that it supports 
only Borland/Turbo C and MicroSoft C. When I tried to compile 
the engine's sample applications with the Waterloo WATCOM C/C++
(32-bit) compiler, it complains that the library file LLIBCE.LIB 
is missing even though I am quite certain that the file is NOT
part of WATCOM C or the engine. Anybody have any success with 
other C compilers?

Ron.K.Ng@hydro.on.ca
--------------------


****************************************************************************

I'm currently developing an app. with Borland's ""Paradox Engine
for C"" (it also comes in Pascal), which has recently gone to version 3.0
(I.e., PX Engine 3.0 is compatible with Paradox 4.0, and downward compat.
w/3.5).  There are indeed C libs for Fox access, but I can't think of the
names offhand - I'm sure someone has already written you in that regard -
(I think I just saw an add for a Fox lib in the ""C Users Journal"", which
is a good place to look for this type of package in general, by the way).
I've been paying my dues to learn a lot of the quirks of PX Eng. over the
past year - wouldn't recommend it for a complex multiuser app.--but I'm
staying with it for now--it's like a bad marriage: I've got too much time
invested in learning and work-arounds!  But if your interest is limited
to a simple single-user interface (you want to build your own SQL engine,
I take it), PX Engine will do the job easily - it doesn't sound like
you'll be bumping into any of the gotchas.  If you do, write me; I may
be able to point you in the right direction.

From: raymond@cruzio.santa-cruz.ca.us (raymond)

****************************************************************************

Borland has a ""Paradox Engine and Database Framework 3.0"" which gives you
a ""C"" (and assembler?) API to Paradox databases.  This is part of ""BOCA""
-- Borland's Object Component Architecture.  They have technical briefs
on BOCA, PdoxEng, and other products of theirs.

From: jdm@jumbo.Read.TASC.COM (James D. McNamara)
-------------------  James D. McNamara | TASC  --------------------
55 Walkers Brook Drive | Reading, MA 01867-3238 | 617-942-2000x2948

****************************************************************************
",2,comp.os.ms-windows.misc,32:20.2
